event_local_ts_ms,base_coin,trigger,calc_local_ts_ms,okx_local_recv_ts_ms,okx_ts_ms,bybit_local_recv_ts_ms,bybit_ts_ms,okx_bid_price,okx_bid_size,okx_ask_price,okx_ask_size,bybit_bid_price,bybit_bid_size,bybit_ask_price,bybit_ask_size
1788424069147,XRP,okx,1788424069149,1788424069146,1788424069142,1788424069146,1788424069143,0.550080932346424,1.0,0.5501359323464239,1.0,0.5501525761376411,1.0,0.550207576137641,1.0
1788424071339,XRP,bybit,1788424071341,1788424071338,1788424071334,1788424071338,1788424071335,0.5501220401566657,1.0,0.5501770401566656,1.0,0.5501592125749972,1.0,0.5502142125749971,1.0
1788424072875,XRP,bybit,1788424072877,1788424072874,1788424072870,1788424072874,1788424072871,0.5502557296713948,1.0,0.5503107296713947,1.0,0.5502188851371849,1.0,0.5502738851371848,1.0
1788424165124,XRP,bybit,1788424165126,1788424165123,1788424165119,1788424165123,1788424165120,0.5501287769676321,1.0,0.550183776967632,1.0,0.5501937071200892,1.0,0.5502487071200891,1.0
1788424170042,XRP,okx,1788424170044,1788424170041,1788424170037,1788424170041,1788424170038,0.5500377650560866,1.0,0.5500927650560865,1.0,0.5501603190162597,1.0,0.5502153190162596,1.0
1788424174729,XRP,bybit,1788424174731,1788424174728,1788424174724,1788424174728,1788424174725,0.5501895323797982,1.0,0.5502445323797981,1.0,0.550192540559444,1.0,0.5502475405594439,1.0
1788424177639,XRP,bybit,1788424177641,1788424177638,1788424177634,1788424177638,1788424177635,0.5501094148915215,1.0,0.5501644148915215,1.0,0.5501494226862534,1.0,0.5502044226862534,1.0
1788424180928,XRP,bybit,1788424180930,1788424180927,1788424180923,1788424180927,1788424180924,0.5502689025253842,1.0,0.5503239025253841,1.0,0.5502412875493116,1.0,0.5502962875493115,1.0
1788424183650,XRP,bybit,1788424183652,1788424183649,1788424183645,1788424183649,1788424183646,0.5500860697531812,1.0,0.5501410697531811,1.0,0.5501500181896396,1.0,0.5502050181896395,1.0
1788424186093,XRP,okx,1788424186095,1788424186092,1788424186088,1788424186092,1788424186089,0.5501165793297026,1.0,0.5501715793297025,1.0,0.5502049721708794,1.0,0.5502599721708793,1.0
1788424190665,XRP,okx,1788424190667,1788424190664,1788424190660,1788424190664,1788424190661,0.5500720604738764,1.0,0.5501270604738763,1.0,0.5502064647084498,1.0,0.5502614647084497,1.0
1788424194685,XRP,okx,1788424194687,1788424194684,1788424194680,1788424194684,1788424194681,0.5501366311439068,1.0,0.5501916311439067,1.0,0.5501513414830201,1.0,0.5502063414830201,1.0
1788424196914,XRP,okx,1788424196916,1788424196913,1788424196909,1788424196913,1788424196910,0.550238126633363,1.0,0.5502931266333629,1.0,0.5501992919677545,1.0,0.5502542919677544,1.0
1788424199520,XRP,okx,1788424199522,1788424199519,1788424199515,1788424199519,1788424199516,0.5501063074134157,1.0,0.5501613074134156,1.0,0.5502182281265663,1.0,0.5502732281265662,1.0
1788424203211,XRP,okx,1788424203213,1788424203210,1788424203206,1788424203210,1788424203207,0.5500968958171557,1.0,0.5501518958171556,1.0,0.550203312441933,1.0,0.5502583124419329,1.0
1788424207915,XRP,bybit,1788424207917,1788424207914,1788424207910,1788424207914,1788424207911,0.5501426856981662,1.0,0.5501976856981661,1.0,0.5501971359417962,1.0,0.5502521359417961,1.0
1788424212902,XRP,okx,1788424212904,1788424212901,1788424212897,1788424212901,1788424212898,0.5500952771109041,1.0,0.550150277110904,1.0,0.5502154737956919,1.0,0.5502704737956918,1.0
1788424215553,XRP,bybit,1788424215555,1788424215552,1788424215548,1788424215552,1788424215549,0.5500963359461645,1.0,0.5501513359461644,1.0,0.5501934634715036,1.0,0.5502484634715035,1.0
1788424219387,XRP,bybit,1788424219389,1788424219386,1788424219382,1788424219386,1788424219383,0.5500948688403445,1.0,0.5501498688403444,1.0,0.5501977758373457,1.0,0.5502527758373457,1.0
1788424221486,XRP,bybit,1788424221488,1788424221485,1788424221481,1788424221485,1788424221482,0.5501044291428374,1.0,0.5501594291428373,1.0,0.5501847429748846,1.0,0.5502397429748845,1.0
1788424224009,XRP,okx,1788424224011,1788424224008,1788424224004,1788424224008,1788424224005,0.5501631421072446,1.0,0.5502181421072445,1.0,0.5502052317124557,1.0,0.5502602317124556,1.0
1788424226611,XRP,bybit,1788424226613,1788424226610,1788424226606,1788424226610,1788424226607,0.5500707006164619,1.0,0.5501257006164618,1.0,0.550161570948564,1.0,0.5502165709485639,1.0
1788424229937,XRP,bybit,1788424229939,1788424229936,1788424229932,1788424229936,1788424229933,0.5501552916388299,1.0,0.5502102916388298,1.0,0.5502087001640763,1.0,0.5502637001640762,1.0
